Accession	Name	Description	ID	CARD Short Name
ARO:3006066	OXA-874	OXA-874 is a OXA beta-lactamase.	44528	OXA-874
ARO:3006067	OXA-875	OXA-875 is a OXA beta-lactamase.	44529	OXA-875
ARO:3006068	OXA-876	OXA-876 is a OXA beta-lactamase.	44530	OXA-876
ARO:3006069	OXA-877	OXA-877 is a OXA beta-lactamase.	44531	OXA-877
ARO:3006070	OXA-878	OXA-878 is a OXA beta-lactamase.	44532	OXA-878
ARO:3006071	OXA-879	OXA-879 is a OXA beta-lactamase.	44533	OXA-879
ARO:3006072	OXA-880	OXA-880 is a OXA beta-lactamase.	44534	OXA-880
ARO:3006073	OXA-881	OXA-881 is a OXA beta-lactamase.	44535	OXA-881
ARO:3006074	OXA-882	OXA-882 is a OXA beta-lactamase.	44536	OXA-882
ARO:3006075	OXA-883	OXA-883 is a OXA beta-lactamase.	44537	OXA-883
ARO:3006076	OXA-884	OXA-884 is a OXA beta-lactamase.	44538	OXA-884
ARO:3006077	OXA-885	OXA-885 is a OXA beta-lactamase.	44539	OXA-885
ARO:3006078	OXA-886	OXA-886 is a OXA beta-lactamase.	44540	OXA-886
ARO:3006079	OXA-887	OXA-887 is a OXA beta-lactamase.	44541	OXA-887
ARO:3006080	OXA-888	OXA-888 is a OXA beta-lactamase.	44542	OXA-888
ARO:3006081	OXA-889	OXA-889 is a OXA beta-lactamase.	44543	OXA-889
ARO:3006082	OXA-890	OXA-890 is a OXA beta-lactamase.	44544	OXA-890
ARO:3006083	OXA-891	OXA-891 is a OXA beta-lactamase.	44545	OXA-891
ARO:3006084	OXA-892	OXA-892 is a OXA beta-lactamase.	44546	OXA-892
ARO:3006085	OXA-893	OXA-893 is a OXA beta-lactamase.	44547	OXA-893
ARO:3006086	OXA-894	OXA-894 is a OXA beta-lactamase.	44548	OXA-894
ARO:3006087	OXA-896	OXA-896 is a OXA beta-lactamase.	44549	OXA-896
ARO:3006088	OXA-900	OXA-900 is a OXA beta-lactamase.	44550	OXA-900
ARO:3006089	OXA-901	OXA-901 is a OXA beta-lactamase.	44551	OXA-901
ARO:3006090	OXA-902	OXA-902 is a OXA beta-lactamase.	44552	OXA-902
ARO:3006091	OXA-903	OXA-903 is a OXA beta-lactamase.	44553	OXA-903
ARO:3006092	OXA-904	OXA-904 is a OXA beta-lactamase.	44554	OXA-904
ARO:3006093	OXA-905	OXA-905 is a OXA beta-lactamase.	44555	OXA-905
ARO:3006094	OXA-907	OXA-907 is a OXA beta-lactamase.	44556	OXA-907
ARO:3006095	OXA-908	OXA-908 is a OXA beta-lactamase.	44557	OXA-908
ARO:3006096	OXA-909	OXA-909 is a OXA beta-lactamase.	44558	OXA-909
ARO:3006097	OXA-910	OXA-910 is a OXA beta-lactamase.	44559	OXA-910
ARO:3006098	OXA-911	OXA-911 is a OXA beta-lactamase.	44560	OXA-911
ARO:3006099	OXA-912	OXA-912 is a OXA beta-lactamase.	44561	OXA-912
ARO:3006100	OXA-913	OXA-913 is a OXA beta-lactamase.	44562	OXA-913
ARO:3006101	OXA-914	OXA-914 is a OXA beta-lactamase.	44563	OXA-914
ARO:3006102	OXA-916	OXA-916 is a OXA beta-lactamase.	44564	OXA-916
ARO:3006103	OXA-917	OXA-917 is a OXA beta-lactamase.	44565	OXA-917
ARO:3006104	OXA-918	OXA-918 is a OXA beta-lactamase.	44566	OXA-918
ARO:3006105	OXA-919	OXA-919 is a OXA beta-lactamase.	44567	OXA-919
ARO:3006106	OXA-920	OXA-920 is a OXA beta-lactamase.	44568	OXA-920
ARO:3006107	OXA-921	OXA-921 is a OXA beta-lactamase.	44569	OXA-921
ARO:3006108	OXA-922	OXA-922 is a OXA beta-lactamase.	44570	OXA-922
ARO:3006109	OXA-923	OXA-923 is a OXA beta-lactamase.	44571	OXA-923
ARO:3006110	OXA-924	OXA-924 is a OXA beta-lactamase.	44572	OXA-924
ARO:3006111	OXA-925	OXA-925 is a OXA beta-lactamase.	44573	OXA-925
ARO:3006112	OXA-927	OXA-927 is a OXA beta-lactamase.	44574	OXA-927
ARO:3006113	OXA-928	OXA-928 is a OXA beta-lactamase.	44575	OXA-928
ARO:3006114	OXA-929	OXA-929 is a OXA beta-lactamase.	44576	OXA-929
ARO:3006115	OXA-932	OXA-932 is a OXA beta-lactamase.	44577	OXA-932
ARO:3006116	OXA-935	OXA-935 is a OXA beta-lactamase.	44578	OXA-935
ARO:3006117	OXA-937	OXA-937 is a OXA beta-lactamase.	44579	OXA-937
ARO:3006118	OXA-938	OXA-938 is a OXA beta-lactamase.	44580	OXA-938
ARO:3006119	OXA-939	OXA-939 is a OXA beta-lactamase.	44581	OXA-939
ARO:3006120	OXA-940	OXA-940 is a OXA beta-lactamase.	44582	OXA-940
ARO:3006121	OXA-941	OXA-941 is a OXA beta-lactamase.	44583	OXA-941
ARO:3006122	OXA-942	OXA-942 is a OXA beta-lactamase.	44584	OXA-942
ARO:3006123	OXA-943	OXA-943 is a OXA beta-lactamase.	44585	OXA-943
ARO:3006124	OXA-945	OXA-945 is a OXA beta-lactamase.	44586	OXA-945
ARO:3006125	OXA-946	OXA-946 is a OXA beta-lactamase.	44587	OXA-946
ARO:3006126	OXA-947	OXA-947 is a OXA beta-lactamase.	44588	OXA-947
ARO:3006127	OXA-948	OXA-948 is a OXA beta-lactamase.	44589	OXA-948
ARO:3006128	OXA-949	OXA-949 is a OXA beta-lactamase.	44590	OXA-949
ARO:3006129	OXY-2-14	OXY-2-14 is a OXY beta-lactamase.	44591	OXY-2-14
ARO:3006130	OXY-2-15	OXY-2-15 is a OXY beta-lactamase.	44592	OXY-2-15
ARO:3006131	PER-10	PER-10 is a PER beta-lactamase.	44593	PER-10
ARO:3006132	PER-11	PER-11 is a PER beta-lactamase.	44594	PER-11
ARO:3006133	PER-12	PER-12 is a PER beta-lactamase.	44595	PER-12
ARO:3006134	PER-13	PER-13 is a PER beta-lactamase.	44596	PER-13
ARO:3006135	PER-14	PER-14 is a PER beta-lactamase.	44597	PER-14
ARO:3006136	PER-15	PER-15 is a PER beta-lactamase.	44598	PER-15
ARO:3006137	PER-16	PER-16 is a PER beta-lactamase.	44599	PER-16
ARO:3006138	PER-9	PER-9 is a PER beta-lactamase.	44600	PER-9
ARO:3006139	TEM-98	TEM-98 is a TEM beta-lactamase.	44601	TEM-98
ARO:3006140	TEM-99	TEM-99 is a TEM beta-lactamase.	44602	TEM-99
ARO:3006141	OKP-A-17	OKP-A-17 is a OKP beta-lactamase.	44603	OKP-A-17
ARO:3006142	OKP-B-16	OKP-B-16 is a OKP beta-lactamase.	44604	OKP-B-16
ARO:3006143	OKP-B-21	OKP-B-21 is a OKP beta-lactamase.	44605	OKP-B-21
ARO:3006144	OKP-B-22	OKP-B-22 is a OKP beta-lactamase.	44606	OKP-B-22
ARO:3006145	OKP-B-23	OKP-B-23 is a OKP beta-lactamase.	44607	OKP-B-23
ARO:3006146	OKP-B-24	OKP-B-24 is a OKP beta-lactamase.	44608	OKP-B-24
ARO:3006147	OKP-B-34	OKP-B-34 is a OKP beta-lactamase.	44609	OKP-B-34
ARO:3006148	OKP-B-36	OKP-B-36 is a OKP beta-lactamase.	44610	OKP-B-36
ARO:3006149	OKP-B-40	OKP-B-40 is a OKP beta-lactamase.	44611	OKP-B-40
ARO:3006150	OKP-B-41	OKP-B-41 is a OKP beta-lactamase.	44612	OKP-B-41
ARO:3006151	OKP-B-45	OKP-B-45 is a OKP beta-lactamase.	44613	OKP-B-45
ARO:3006152	OKP-C-1	OKP-C-1 is a OKP beta-lactamase.	44614	OKP-C-1
ARO:3006153	OKP-D-1	OKP-D-1 is a OKP beta-lactamase.	44615	OKP-D-1
ARO:3006154	BEL-4	BEL-4 is a BEL beta-lactamase.	44616	BEL-4
ARO:3006155	CME-2	CME-2 is a CME beta-lactamase.	44617	CME-2
ARO:3006156	GES-27	GES-27 is a GES beta-lactamase.	44618	GES-27
ARO:3006157	GES-28	GES-28 is a GES beta-lactamase.	44619	GES-28
ARO:3006158	GES-29	GES-29 is a GES beta-lactamase.	44620	GES-29
ARO:3006159	GES-30	GES-30 is a GES beta-lactamase.	44621	GES-30
ARO:3006160	GES-31	GES-31 is a GES beta-lactamase.	44622	GES-31
ARO:3006161	GES-32	GES-32 is a GES beta-lactamase.	44623	GES-32
ARO:3006162	GES-33	GES-33 is a GES beta-lactamase.	44624	GES-33
ARO:3006163	GES-34	GES-34 is a GES beta-lactamase.	44625	GES-34
ARO:3006164	GES-35	GES-35 is a GES beta-lactamase.	44626	GES-35
ARO:3006165	GES-36	GES-36 is a GES beta-lactamase.	44627	GES-36
ARO:3006166	GES-37	GES-37 is a GES beta-lactamase.	44628	GES-37
ARO:3006167	GES-38	GES-38 is a GES beta-lactamase.	44629	GES-38
ARO:3006168	GES-39	GES-39 is a GES beta-lactamase.	44630	GES-39
ARO:3006169	GES-40	GES-40 is a GES beta-lactamase.	44631	GES-40
ARO:3006170	GES-41	GES-41 is a GES beta-lactamase.	44632	GES-41
ARO:3006171	GES-42	GES-42 is a GES beta-lactamase.	44633	GES-42
ARO:3006172	GES-43	GES-43 is a GES beta-lactamase.	44634	GES-43
ARO:3006173	GES-44	GES-44 is a GES beta-lactamase.	44635	GES-44
ARO:3006174	GES-45	GES-45 is a GES beta-lactamase.	44636	GES-45
ARO:3006175	GES-46	GES-46 is a GES beta-lactamase.	44637	GES-46
ARO:3006176	IMI-12	IMI-12 is a IMI beta-lactamase.	44638	IMI-12
ARO:3006177	IMI-13	IMI-13 is a IMI beta-lactamase.	44639	IMI-13
ARO:3006178	IMI-14	IMI-14 is a IMI beta-lactamase.	44640	IMI-14
ARO:3006179	IMI-15	IMI-15 is a IMI beta-lactamase.	44641	IMI-15
ARO:3006180	IMI-16	IMI-16 is a IMI beta-lactamase.	44642	IMI-16
ARO:3006181	IMI-17	IMI-17 is a IMI beta-lactamase.	44643	IMI-17
ARO:3006182	IMI-18	IMI-18 is a IMI beta-lactamase.	44644	IMI-18
ARO:3006183	IMI-19	IMI-19 is a IMI beta-lactamase.	44645	IMI-19
ARO:3006184	IMI-20	IMI-20 is a IMI beta-lactamase.	44646	IMI-20
ARO:3006185	IMI-21	IMI-21 is a IMI beta-lactamase.	44647	IMI-21
ARO:3006186	KPC-44	KPC-44 is a KPC beta-lactamase.	44648	KPC-44
ARO:3006187	KPC-58	KPC-58 is a KPC beta-lactamase.	44649	KPC-58
ARO:3006188	KPC-59	KPC-59 is a KPC beta-lactamase.	44650	KPC-59
ARO:3006189	KPC-60	KPC-60 is a KPC beta-lactamase.	44651	KPC-60
ARO:3006190	KPC-61	KPC-61 is a KPC beta-lactamase.	44652	KPC-61
ARO:3006191	KPC-62	KPC-62 is a KPC beta-lactamase.	44653	KPC-62
ARO:3006192	KPC-63	KPC-63 is a KPC beta-lactamase.	44654	KPC-63
ARO:3006193	KPC-64	KPC-64 is a KPC beta-lactamase.	44655	KPC-64
ARO:3006194	KPC-65	KPC-65 is a KPC beta-lactamase.	44656	KPC-65
ARO:3006195	KPC-66	KPC-66 is a KPC beta-lactamase.	44657	KPC-66
ARO:3006196	KPC-71	KPC-71 is a KPC beta-lactamase.	44658	KPC-71
ARO:3006197	KPC-72	KPC-72 is a KPC beta-lactamase.	44659	KPC-72
ARO:3006198	KPC-73	KPC-73 is a KPC beta-lactamase.	44660	KPC-73
ARO:3006199	KPC-74	KPC-74 is a KPC beta-lactamase.	44661	KPC-74
ARO:3006200	KPC-75	KPC-75 is a KPC beta-lactamase.	44662	KPC-75
ARO:3006201	KPC-76	KPC-76 is a KPC beta-lactamase.	44663	KPC-76
ARO:3006202	KPC-77	KPC-77 is a KPC beta-lactamase.	44664	KPC-77
ARO:3006203	KPC-78	KPC-78 is a KPC beta-lactamase.	44665	KPC-78
ARO:3006204	KPC-79	KPC-79 is a KPC beta-lactamase.	44666	KPC-79
ARO:3006205	KPC-80	KPC-80 is a KPC beta-lactamase.	44667	KPC-80
ARO:3006206	KPC-81	KPC-81 is a KPC beta-lactamase.	44668	KPC-81
ARO:3006207	KPC-82	KPC-82 is a KPC beta-lactamase.	44669	KPC-82
ARO:3006208	VEB-11	VEB-11 is a VEB beta-lactamase.	44670	VEB-11
ARO:3006209	VEB-12	VEB-12 is a VEB beta-lactamase.	44671	VEB-12
ARO:3006210	VEB-13	VEB-13 is a VEB beta-lactamase.	44672	VEB-13
ARO:3006211	VEB-14	VEB-14 is a VEB beta-lactamase.	44673	VEB-14
ARO:3006212	VEB-15	VEB-15 is a VEB beta-lactamase.	44674	VEB-15
ARO:3006213	VEB-17	VEB-17 is a VEB beta-lactamase.	44675	VEB-17
ARO:3006214	VEB-19	VEB-19 is a VEB beta-lactamase.	44676	VEB-19
ARO:3006215	VEB-20	VEB-20 is a VEB beta-lactamase.	44677	VEB-20
ARO:3006216	VEB-21	VEB-21 is a VEB beta-lactamase.	44678	VEB-21
ARO:3006217	VEB-22	VEB-22 is a VEB beta-lactamase.	44679	VEB-22
ARO:3006218	VEB-23	VEB-23 is a VEB beta-lactamase.	44680	VEB-23
ARO:3006219	VEB-24	VEB-24 is a VEB beta-lactamase.	44681	VEB-24
ARO:3006220	VEB-25	VEB-25 is a VEB beta-lactamase.	44682	VEB-25
ARO:3006221	VEB-26	VEB-26 is a VEB beta-lactamase.	44683	VEB-26
ARO:3006222	VEB-27	VEB-27 is a VEB beta-lactamase.	44684	VEB-27
ARO:3006223	BKC-2	BKC-2 is a BKC beta-lactamase.	44685	BKC-2
ARO:3006224	CepA-29	CepA-29 is a CepA beta-lactamase.	44686	CepA-29
ARO:3006225	CepA-44	CepA-44 is a CepA beta-lactamase.	44687	CepA-44
ARO:3006226	CepA-49	CepA-49 is a CepA beta-lactamase.	44688	CepA-49
ARO:3006227	FRI-10	FRI-10 is a FRI beta-lactamase.	44689	FRI-10
ARO:3006228	ACC-1a	ACC-1a is a ACC beta-lactamase.	44690	ACC-1a
ARO:3006229	ACC-1b	ACC-1b is a ACC beta-lactamase.	44691	ACC-1b
ARO:3006230	ACC-1c	ACC-1c is a ACC beta-lactamase.	44692	ACC-1c
ARO:3006231	ACC-1d	ACC-1d is a ACC beta-lactamase.	44693	ACC-1d
ARO:3006232	ACC-7	ACC-7 is a ACC beta-lactamase.	44694	ACC-7
ARO:3006233	ACC-8	ACC-8 is a ACC beta-lactamase.	44695	ACC-8
ARO:3006234	ACT-39	ACT-39 is a ACT beta-lactamase.	44696	ACT-39
ARO:3006235	ACT-40	ACT-40 is a ACT beta-lactamase.	44697	ACT-40
ARO:3006236	ACT-41	ACT-41 is a ACT beta-lactamase.	44698	ACT-41
ARO:3006237	ACT-42	ACT-42 is a ACT beta-lactamase.	44699	ACT-42
ARO:3006238	ACT-43	ACT-43 is a ACT beta-lactamase.	44700	ACT-43
ARO:3006239	ACT-44	ACT-44 is a ACT beta-lactamase.	44701	ACT-44
ARO:3006240	ACT-45	ACT-45 is a ACT beta-lactamase.	44702	ACT-45
ARO:3006241	ACT-46	ACT-46 is a ACT beta-lactamase.	44703	ACT-46
ARO:3006242	ACT-47	ACT-47 is a ACT beta-lactamase.	44704	ACT-47
ARO:3006243	ACT-48	ACT-48 is a ACT beta-lactamase.	44705	ACT-48
ARO:3006244	ACT-49	ACT-49 is a ACT beta-lactamase.	44706	ACT-49
ARO:3006245	ACT-50	ACT-50 is a ACT beta-lactamase.	44707	ACT-50
ARO:3006246	ACT-51	ACT-51 is a ACT beta-lactamase.	44708	ACT-51
ARO:3006247	ACT-52	ACT-52 is a ACT beta-lactamase.	44709	ACT-52
ARO:3006248	ACT-53	ACT-53 is a ACT beta-lactamase.	44710	ACT-53
ARO:3006249	ACT-54	ACT-54 is a ACT beta-lactamase.	44711	ACT-54
ARO:3006250	ACT-55	ACT-55 is a ACT beta-lactamase.	44712	ACT-55
ARO:3006251	ACT-56	ACT-56 is a ACT beta-lactamase.	44713	ACT-56
ARO:3006252	ACT-57	ACT-57 is a ACT beta-lactamase.	44714	ACT-57
ARO:3006253	ACT-58	ACT-58 is a ACT beta-lactamase.	44715	ACT-58
ARO:3006254	ACT-59	ACT-59 is a ACT beta-lactamase.	44716	ACT-59
ARO:3006255	ACT-60	ACT-60 is a ACT beta-lactamase.	44717	ACT-60
ARO:3006256	ACT-61	ACT-61 is a ACT beta-lactamase.	44718	ACT-61
ARO:3006257	ACT-62	ACT-62 is a ACT beta-lactamase.	44719	ACT-62
ARO:3006258	ACT-63	ACT-63 is a ACT beta-lactamase.	44720	ACT-63
ARO:3006259	ACT-64	ACT-64 is a ACT beta-lactamase.	44721	ACT-64
ARO:3006260	ACT-65	ACT-65 is a ACT beta-lactamase.	44722	ACT-65
ARO:3006261	ACT-66	ACT-66 is a ACT beta-lactamase.	44723	ACT-66
ARO:3006262	ACT-67	ACT-67 is a ACT beta-lactamase.	44724	ACT-67
ARO:3006263	ACT-68	ACT-68 is a ACT beta-lactamase.	44725	ACT-68
ARO:3006264	ACT-69	ACT-69 is a ACT beta-lactamase.	44726	ACT-69
ARO:3006265	ACT-70	ACT-70 is a ACT beta-lactamase.	44727	ACT-70
ARO:3006266	ACT-72	ACT-72 is a ACT beta-lactamase.	44728	ACT-72
ARO:3006267	ACT-73	ACT-73 is a ACT beta-lactamase.	44729	ACT-73
ARO:3006268	ACT-74	ACT-74 is a ACT beta-lactamase.	44730	ACT-74
ARO:3006269	ACT-75	ACT-75 is a ACT beta-lactamase.	44731	ACT-75
ARO:3006270	ACT-76	ACT-76 is a ACT beta-lactamase.	44732	ACT-76
ARO:3006271	ACT-77	ACT-77 is a ACT beta-lactamase.	44733	ACT-77
ARO:3006272	ACT-78	ACT-78 is a ACT beta-lactamase.	44734	ACT-78
ARO:3006273	ACT-79	ACT-79 is a ACT beta-lactamase.	44735	ACT-79
ARO:3006274	ACT-80	ACT-80 is a ACT beta-lactamase.	44736	ACT-80
ARO:3006275	ACT-81	ACT-81 is a ACT beta-lactamase.	44737	ACT-81
ARO:3006276	ACT-82	ACT-82 is a ACT beta-lactamase.	44738	ACT-82
ARO:3006277	ACT-83	ACT-83 is a ACT beta-lactamase.	44739	ACT-83
ARO:3006278	ACT-84	ACT-84 is a ACT beta-lactamase.	44740	ACT-84
ARO:3006279	ACT-87	ACT-87 is a ACT beta-lactamase.	44741	ACT-87
ARO:3006280	ADC-100	ADC-100 is a ADC beta-lactamase.	44742	ADC-100
ARO:3006281	ADC-101	ADC-101 is a ADC beta-lactamase.	44743	ADC-101
ARO:3006282	ADC-102	ADC-102 is a ADC beta-lactamase.	44744	ADC-102
ARO:3006283	ADC-103	ADC-103 is a ADC beta-lactamase.	44745	ADC-103
ARO:3006284	ADC-104	ADC-104 is a ADC beta-lactamase.	44746	ADC-104
ARO:3006285	ADC-105	ADC-105 is a ADC beta-lactamase.	44747	ADC-105
ARO:3006286	ADC-106	ADC-106 is a ADC beta-lactamase.	44748	ADC-106
ARO:3006287	ADC-107	ADC-107 is a ADC beta-lactamase.	44749	ADC-107
ARO:3006288	ADC-109	ADC-109 is a ADC beta-lactamase.	44750	ADC-109
ARO:3006289	ADC-110	ADC-110 is a ADC beta-lactamase.	44751	ADC-110
ARO:3006290	ADC-112	ADC-112 is a ADC beta-lactamase.	44752	ADC-112
ARO:3006291	ADC-113	ADC-113 is a ADC beta-lactamase.	44753	ADC-113
ARO:3006292	ADC-114	ADC-114 is a ADC beta-lactamase.	44754	ADC-114
ARO:3006293	ADC-115	ADC-115 is a ADC beta-lactamase.	44755	ADC-115
ARO:3006294	ADC-116	ADC-116 is a ADC beta-lactamase.	44756	ADC-116
ARO:3006295	ADC-117	ADC-117 is a ADC beta-lactamase.	44757	ADC-117
ARO:3006296	ADC-119	ADC-119 is a ADC beta-lactamase.	44758	ADC-119
ARO:3006297	ADC-120	ADC-120 is a ADC beta-lactamase.	44759	ADC-120
ARO:3006298	ADC-121	ADC-121 is a ADC beta-lactamase.	44760	ADC-121
ARO:3006299	ADC-122	ADC-122 is a ADC beta-lactamase.	44761	ADC-122
ARO:3006300	ADC-123	ADC-123 is a ADC beta-lactamase.	44762	ADC-123
ARO:3006301	ADC-125	ADC-125 is a ADC beta-lactamase.	44763	ADC-125
ARO:3006302	ADC-127	ADC-127 is a ADC beta-lactamase.	44764	ADC-127
ARO:3006303	ADC-128	ADC-128 is a ADC beta-lactamase.	44765	ADC-128
ARO:3006304	ADC-129	ADC-129 is a ADC beta-lactamase.	44766	ADC-129
ARO:3006305	ADC-130	ADC-130 is a ADC beta-lactamase.	44767	ADC-130
ARO:3006306	ADC-131	ADC-131 is a ADC beta-lactamase.	44768	ADC-131
ARO:3006307	ADC-132	ADC-132 is a ADC beta-lactamase.	44769	ADC-132
ARO:3006308	ADC-133	ADC-133 is a ADC beta-lactamase.	44770	ADC-133
ARO:3006309	ADC-134	ADC-134 is a ADC beta-lactamase.	44771	ADC-134
ARO:3006310	ADC-135	ADC-135 is a ADC beta-lactamase.	44772	ADC-135
ARO:3006311	ADC-136	ADC-136 is a ADC beta-lactamase.	44773	ADC-136
ARO:3006312	ADC-137	ADC-137 is a ADC beta-lactamase.	44774	ADC-137
ARO:3006313	ADC-138	ADC-138 is a ADC beta-lactamase.	44775	ADC-138
ARO:3006314	ADC-139	ADC-139 is a ADC beta-lactamase.	44776	ADC-139
ARO:3006315	ADC-140	ADC-140 is a ADC beta-lactamase.	44777	ADC-140
ARO:3006316	ADC-141	ADC-141 is a ADC beta-lactamase.	44778	ADC-141
ARO:3006317	ADC-143	ADC-143 is a ADC beta-lactamase.	44779	ADC-143
ARO:3006318	ADC-144	ADC-144 is a ADC beta-lactamase.	44780	ADC-144
ARO:3006319	ADC-145	ADC-145 is a ADC beta-lactamase.	44781	ADC-145
ARO:3006320	ADC-146	ADC-146 is a ADC beta-lactamase.	44782	ADC-146
ARO:3006321	ADC-147	ADC-147 is a ADC beta-lactamase.	44783	ADC-147
ARO:3006322	ADC-148	ADC-148 is a ADC beta-lactamase.	44784	ADC-148
ARO:3006323	ADC-149	ADC-149 is a ADC beta-lactamase.	44785	ADC-149
ARO:3006324	ADC-150	ADC-150 is a ADC beta-lactamase.	44786	ADC-150
ARO:3006325	ADC-151	ADC-151 is a ADC beta-lactamase.	44787	ADC-151
ARO:3006326	ADC-152	ADC-152 is a ADC beta-lactamase.	44788	ADC-152
ARO:3006327	ADC-153	ADC-153 is a ADC beta-lactamase.	44789	ADC-153
ARO:3006328	ADC-154	ADC-154 is a ADC beta-lactamase.	44790	ADC-154
ARO:3006329	ADC-155	ADC-155 is a ADC beta-lactamase.	44791	ADC-155
ARO:3006330	ADC-156	ADC-156 is a ADC beta-lactamase.	44792	ADC-156
ARO:3006331	ADC-157	ADC-157 is a ADC beta-lactamase.	44793	ADC-157
ARO:3006332	ADC-158	ADC-158 is a ADC beta-lactamase.	44794	ADC-158
ARO:3006333	ADC-160	ADC-160 is a ADC beta-lactamase.	44795	ADC-160
ARO:3006334	ADC-162	ADC-162 is a ADC beta-lactamase.	44796	ADC-162
ARO:3006335	ADC-163	ADC-163 is a ADC beta-lactamase.	44797	ADC-163
ARO:3006336	ADC-164	ADC-164 is a ADC beta-lactamase.	44798	ADC-164
ARO:3006337	ADC-165	ADC-165 is a ADC beta-lactamase.	44799	ADC-165
ARO:3006338	ADC-166	ADC-166 is a ADC beta-lactamase.	44800	ADC-166
ARO:3006339	ADC-167	ADC-167 is a ADC beta-lactamase.	44801	ADC-167
ARO:3006340	ADC-168	ADC-168 is a ADC beta-lactamase.	44802	ADC-168
ARO:3006341	ADC-169	ADC-169 is a ADC beta-lactamase.	44803	ADC-169
ARO:3006342	ADC-170	ADC-170 is a ADC beta-lactamase.	44804	ADC-170
ARO:3006343	ADC-171	ADC-171 is a ADC beta-lactamase.	44805	ADC-171
ARO:3006344	ADC-172	ADC-172 is a ADC beta-lactamase.	44806	ADC-172
ARO:3006345	ADC-173	ADC-173 is a ADC beta-lactamase.	44807	ADC-173
ARO:3006346	ADC-174	ADC-174 is a ADC beta-lactamase.	44808	ADC-174
ARO:3006347	ADC-175	ADC-175 is a ADC beta-lactamase.	44809	ADC-175
ARO:3006348	ADC-176	ADC-176 is a ADC beta-lactamase.	44810	ADC-176
ARO:3006349	ADC-177	ADC-177 is a ADC beta-lactamase.	44811	ADC-177
ARO:3006350	ADC-178	ADC-178 is a ADC beta-lactamase.	44812	ADC-178
ARO:3006351	ADC-179	ADC-179 is a ADC beta-lactamase.	44813	ADC-179
ARO:3006352	ADC-180	ADC-180 is a ADC beta-lactamase.	44814	ADC-180
ARO:3006353	ADC-184	ADC-184 is a ADC beta-lactamase.	44815	ADC-184
ARO:3006354	ADC-185	ADC-185 is a ADC beta-lactamase.	44816	ADC-185
ARO:3006355	ADC-186	ADC-186 is a ADC beta-lactamase.	44817	ADC-186
ARO:3006356	ADC-187	ADC-187 is a ADC beta-lactamase.	44818	ADC-187
ARO:3006357	ADC-188	ADC-188 is a ADC beta-lactamase.	44819	ADC-188
ARO:3006358	ADC-189	ADC-189 is a ADC beta-lactamase.	44820	ADC-189
ARO:3006359	ADC-190	ADC-190 is a ADC beta-lactamase.	44821	ADC-190
ARO:3006360	ADC-191	ADC-191 is a ADC beta-lactamase.	44822	ADC-191
ARO:3006361	ADC-192	ADC-192 is a ADC beta-lactamase.	44823	ADC-192
ARO:3006362	ADC-193	ADC-193 is a ADC beta-lactamase.	44824	ADC-193
ARO:3006363	ADC-194	ADC-194 is a ADC beta-lactamase.	44825	ADC-194
ARO:3006364	ADC-195	ADC-195 is a ADC beta-lactamase.	44826	ADC-195
ARO:3006365	ADC-196	ADC-196 is a ADC beta-lactamase.	44827	ADC-196
ARO:3006366	ADC-197	ADC-197 is a ADC beta-lactamase.	44828	ADC-197
ARO:3006367	ADC-198	ADC-198 is a ADC beta-lactamase.	44829	ADC-198
ARO:3006368	ADC-199	ADC-199 is a ADC beta-lactamase.	44830	ADC-199
ARO:3006369	ADC-200	ADC-200 is a ADC beta-lactamase.	44831	ADC-200
ARO:3006370	ADC-201	ADC-201 is a ADC beta-lactamase.	44832	ADC-201
ARO:3006371	ADC-202	ADC-202 is a ADC beta-lactamase.	44833	ADC-202
ARO:3006372	ADC-203	ADC-203 is a ADC beta-lactamase.	44834	ADC-203
ARO:3006373	ADC-204	ADC-204 is a ADC beta-lactamase.	44835	ADC-204
ARO:3006374	ADC-205	ADC-205 is a ADC beta-lactamase.	44836	ADC-205
ARO:3006375	ADC-206	ADC-206 is a ADC beta-lactamase.	44837	ADC-206
ARO:3006376	ADC-207	ADC-207 is a ADC beta-lactamase.	44838	ADC-207
ARO:3006377	ADC-208	ADC-208 is a ADC beta-lactamase.	44839	ADC-208
ARO:3006378	ADC-209	ADC-209 is a ADC beta-lactamase.	44840	ADC-209
ARO:3006379	ADC-210	ADC-210 is a ADC beta-lactamase.	44841	ADC-210
ARO:3006380	ADC-211	ADC-211 is a ADC beta-lactamase.	44842	ADC-211
ARO:3006381	ADC-212	ADC-212 is a ADC beta-lactamase.	44843	ADC-212
ARO:3006382	ADC-213	ADC-213 is a ADC beta-lactamase.	44844	ADC-213
ARO:3006383	ADC-214	ADC-214 is a ADC beta-lactamase.	44845	ADC-214
ARO:3006384	ADC-215	ADC-215 is a ADC beta-lactamase.	44846	ADC-215
ARO:3006385	ADC-216	ADC-216 is a ADC beta-lactamase.	44847	ADC-216
ARO:3006386	ADC-217	ADC-217 is a ADC beta-lactamase.	44848	ADC-217
ARO:3006387	ADC-218	ADC-218 is a ADC beta-lactamase.	44849	ADC-218
ARO:3006388	ADC-219	ADC-219 is a ADC beta-lactamase.	44850	ADC-219
ARO:3006389	ADC-220	ADC-220 is a ADC beta-lactamase.	44851	ADC-220
ARO:3006390	ADC-221	ADC-221 is a ADC beta-lactamase.	44852	ADC-221
